"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.9,Does this requirement reflect your company current practice: Response activities may include containment and mitigation?,,2,Yes|No|Somewhat|Not applicable,,0,,,8.10 8.11|8.12|8.12|8.12,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.13,Does this requirement reflect your company current practice: Response activities may include investigation and analysis?,,2,Yes|No|Somewhat|Not applicable,,0,,,8.14 8.15|8.16|8.16|8.16,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.17,Does this requirement reflect your company current practice: Response activities may include eradication of root causes?,,2,Yes|No|Somewhat|Not applicable,,0,,,8.18 8.19|8.20|8.20|8.20,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.21,Does this requirement reflect your company current practice: Response activities may include recovery of systems and services?,,2,Yes|No|Somewhat|Not applicable,,0,,,8.22 8.23|8.24|8.24|8.24,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.22,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Backup job reports|Restore test records|Retention configuration|Recovery runbooks|Screenshots|System exports|Other,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.23,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.24,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.25,Does this requirement reflect your company current practice: Actions taken must be documented.,,2,Yes|No|Somewhat|Not applicable,,0,,,8.26 8.27|8.28|8.28|8.28,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.26,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.27,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Incident Response and Handling,"<i>- Incident response must follow a defined and repeatable process.
- Response activities may include:
  - Containment and mitigation
  - Investigation and analysis
  - Eradication of root causes
  - Recovery of systems and services
- Actions taken must be documented.</i>",8.28,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
9,Standard - Communication and Escalation,"<i>- Incidents must be escalated to management based on severity.
- Internal and external communications must be controlled and coordinated.
- Notifications to customers, partners, or authorities must be approved and managed where required.</i>",9.1,Does this requirement reflect your company current practice: Incidents must be escalated to management based on severity.,,2,Yes|No|Somewhat|Not applicable,,0,,,9.2 9.3|9.4|9.4|9.4,1
9,Standard - Communication and Escalation,"<i>- Incidents must be escalated to management based on severity.
- Internal and external communications must be controlled and coordinated.
- Notifications to customers, partners, or authorities must be approved and managed where required.</i>",9.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Incident tickets|Incident register|Post-incident review|Notification records|Screenshots|System exports|Other,,0,,,,1
9,Standard - Communication and Escalation,"<i>- Incidents must be escalated to management based on severity.
- Internal and external communications must be controlled and coordinated.
- Notifications to customers, partners, or authorities must be approved and managed where required.</i>",9.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
9,Standard - Communication and Escalation,"<i>- Incidents must be escalated to management based on severity.
- Internal and external communications must be controlled and coordinated.
- Notifications to customers, partners, or authorities must be approved and managed where required.</i>",9.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
9,Standard - Communication and Escalation,"<i>- Incidents must be escalated to management based on severity.
- Internal and external communications must be controlled and coordinated.
- Notifications to customers, partners, or authorities must be approved and managed where required.</i>",9.5,Does this requirement reflect your company current practice: Internal and external communications must be controlled and coordinated.,,2,Yes|No|Somewhat|Not applicable,,0,,,9.6 9.7|9.8|9.8|9.8,1
9,Standard - Communication and Escalation,"<i>- Incidents must be escalated to management based on severity.
- Internal and external communications must be controlled and coordinated.
- Notifications to customers, partners, or authorities must be approved and managed where required.</i>",9.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
9,Standard - Communication and Escalation,"<i>- Incidents must be escalated to management based on severity.
- Internal and external communications must be controlled and coordinated.
- Notifications to customers, partners, or authorities must be approved and managed where required.</i>",9.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
9,Standard - Communication and Escalation,"<i>- Incidents must be escalated to management based on severity.
- Internal and external communications must be controlled and coordinated.
- Notifications to customers, partners, or authorities must be approved and managed where required.</i>",9.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
9,Standard - Communication and Escalation,"<i>- Incidents must be escalated to management based on severity.
- Internal and external communications must be controlled and coordinated.
- Notifications to customers, partners, or authorities must be approved and managed where required.</i>",9.9,"Does this requirement reflect your company current practice: Notifications to customers, partners, or authorities must be approved and managed where required.",,2,Yes|No|Somewhat|Not applicable,,0,,,9.10 9.11|9.12|9.12|9.12,1
9,Standard - Communication and Escalation,"<i>- Incidents must be escalated to management based on severity.
- Internal and external communications must be controlled and coordinated.
- Notifications to customers, partners, or authorities must be approved and managed where required.</i>",9.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
9,Standard - Communication and Escalation,"<i>- Incidents must be escalated to management based on severity.
- Internal and external communications must be controlled and coordinated.
- Notifications to customers, partners, or authorities must be approved and managed where required.</i>",9.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
9,Standard - Communication and Escalation,"<i>- Incidents must be escalated to management based on severity.
- Internal and external communications must be controlled and coordinated.
- Notifications to customers, partners, or authorities must be approved and managed where required.</i>",9.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
10,Standard - Evidence Handling,"<i>- Evidence related to incidents must be preserved to support investigation or legal action.
- Access to evidence must be restricted.
- Chain-of-custody must be maintained where applicable.</i>",10.1,Does this requirement reflect your company current practice: Evidence related to incidents must be preserved to support investigation or legal action.,,2,Yes|No|Somewhat|Not applicable,,0,,,10.2 10.3|10.4|10.4|10.4,1
10,Standard - Evidence Handling,"<i>- Evidence related to incidents must be preserved to support investigation or legal action.
- Access to evidence must be restricted.
- Chain-of-custody must be maintained where applicable.</i>",10.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Incident tickets|Incident register|Post-incident review|Notification records|Screenshots|System exports|Other,,0,,,,1
10,Standard - Evidence Handling,"<i>- Evidence related to incidents must be preserved to support investigation or legal action.
- Access to evidence must be restricted.
- Chain-of-custody must be maintained where applicable.</i>",10.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
10,Standard - Evidence Handling,"<i>- Evidence related to incidents must be preserved to support investigation or legal action.
- Access to evidence must be restricted.
- Chain-of-custody must be maintained where applicable.</i>",10.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
10,Standard - Evidence Handling,"<i>- Evidence related to incidents must be preserved to support investigation or legal action.
- Access to evidence must be restricted.
- Chain-of-custody must be maintained where applicable.</i>",10.5,Does this requirement reflect your company current practice: Access to evidence must be restricted.,,2,Yes|No|Somewhat|Not applicable,,0,,,10.6 10.7|10.8|10.8|10.8,1
10,Standard - Evidence Handling,"<i>- Evidence related to incidents must be preserved to support investigation or legal action.
- Access to evidence must be restricted.
- Chain-of-custody must be maintained where applicable.</i>",10.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
10,Standard - Evidence Handling,"<i>- Evidence related to incidents must be preserved to support investigation or legal action.
- Access to evidence must be restricted.
- Chain-of-custody must be maintained where applicable.</i>",10.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
10,Standard - Evidence Handling,"<i>- Evidence related to incidents must be preserved to support investigation or legal action.
- Access to evidence must be restricted.
- Chain-of-custody must be maintained where applicable.</i>",10.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
10,Standard - Evidence Handling,"<i>- Evidence related to incidents must be preserved to support investigation or legal action.
- Access to evidence must be restricted.
- Chain-of-custody must be maintained where applicable.</i>",10.9,Does this requirement reflect your company current practice: Chain-of-custody must be maintained where applicable.,,2,Yes|No|Somewhat|Not applicable,,0,,,10.10 10.11|10.12|10.12|10.12,1
10,Standard - Evidence Handling,"<i>- Evidence related to incidents must be preserved to support investigation or legal action.
- Access to evidence must be restricted.
- Chain-of-custody must be maintained where applicable.</i>",10.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
10,Standard - Evidence Handling,"<i>- Evidence related to incidents must be preserved to support investigation or legal action.
- Access to evidence must be restricted.
- Chain-of-custody must be maintained where applicable.</i>",10.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
10,Standard - Evidence Handling,"<i>- Evidence related to incidents must be preserved to support investigation or legal action.
- Access to evidence must be restricted.
- Chain-of-custody must be maintained where applicable.</i>",10.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
11,Standard - Post-Incident Review,"<i>- Significant incidents must be reviewed after resolution.
- Root causes and contributing factors must be identified.
- Corrective actions must be defined and tracked.</i>",11.1,Does this requirement reflect your company current practice: Significant incidents must be reviewed after resolution.,,2,Yes|No|Somewhat|Not applicable,,0,,,11.2 11.3|11.4|11.4|11.4,1
11,Standard - Post-Incident Review,"<i>- Significant incidents must be reviewed after resolution.
- Root causes and contributing factors must be identified.
- Corrective actions must be defined and tracked.</i>",11.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Incident tickets|Incident register|Post-incident review|Notification records|Screenshots|System exports|Other,,0,,,,1
11,Standard - Post-Incident Review,"<i>- Significant incidents must be reviewed after resolution.
- Root causes and contributing factors must be identified.
- Corrective actions must be defined and tracked.</i>",11.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
11,Standard - Post-Incident Review,"<i>- Significant incidents must be reviewed after resolution.
- Root causes and contributing factors must be identified.
- Corrective actions must be defined and tracked.</i>",11.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
11,Standard - Post-Incident Review,"<i>- Significant incidents must be reviewed after resolution.
- Root causes and contributing factors must be identified.
- Corrective actions must be defined and tracked.</i>",11.5,Does this requirement reflect your company current practice: Root causes and contributing factors must be identified.,,2,Yes|No|Somewhat|Not applicable,,0,,,11.6 11.7|11.8|11.8|11.8,1
11,Standard - Post-Incident Review,"<i>- Significant incidents must be reviewed after resolution.
- Root causes and contributing factors must be identified.
- Corrective actions must be defined and tracked.</i>",11.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
11,Standard - Post-Incident Review,"<i>- Significant incidents must be reviewed after resolution.
- Root causes and contributing factors must be identified.
- Corrective actions must be defined and tracked.</i>",11.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
11,Standard - Post-Incident Review,"<i>- Significant incidents must be reviewed after resolution.
- Root causes and contributing factors must be identified.
- Corrective actions must be defined and tracked.</i>",11.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
11,Standard - Post-Incident Review,"<i>- Significant incidents must be reviewed after resolution.
- Root causes and contributing factors must be identified.
- Corrective actions must be defined and tracked.</i>",11.9,Does this requirement reflect your company current practice: Corrective actions must be defined and tracked.,,2,Yes|No|Somewhat|Not applicable,,0,,,11.10 11.11|11.12|11.12|11.12,1
11,Standard - Post-Incident Review,"<i>- Significant incidents must be reviewed after resolution.
- Root causes and contributing factors must be identified.
- Corrective actions must be defined and tracked.</i>",11.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
11,Standard - Post-Incident Review,"<i>- Significant incidents must be reviewed after resolution.
- Root causes and contributing factors must be identified.
- Corrective actions must be defined and tracked.</i>",11.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
11,Standard - Post-Incident Review,"<i>- Significant incidents must be reviewed after resolution.
- Root causes and contributing factors must be identified.
- Corrective actions must be defined and tracked.</i>",11.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
12,Procedure - Incident Response Procedure,"<i>1. Event or incident is detected or reported (including anonymous reports).
2. Event is logged and reviewed.
3. Determination is made whether the event constitutes an incident.
4. Incidents are classified and prioritized.
5. Containment and mitigation actions are performed.
6. Investigation and remediation are completed.
7. Systems and services are recovered.
8. Incident is closed and documented.</i>",12.1,Does this procedure reflect your actual process?,"1. Event or incident is detected or reported (including anonymous reports).
2. Event is logged and reviewed.
3. Determination is made whether the event constitutes an incident.
4. Incidents are classified and prioritized.
5. Containment and mitigation actions are performed.
6. Investigation and remediation are completed.
7. Systems and services are recovered.
8. Incident is closed and documented.",2,Yes|No|Somewhat|Not applicable,,0,,,|12.2|12.2|12.2,1
12,Procedure - Incident Response Procedure,"<i>1. Event or incident is detected or reported (including anonymous reports).
2. Event is logged and reviewed.
3. Determination is made whether the event constitutes an incident.
4. Incidents are classified and prioritized.
5. Containment and mitigation actions are performed.
6. Investigation and remediation are completed.
7. Systems and services are recovered.
8. Incident is closed and documented.</i>",12.2,Please provide corrections in step-by-step format.,,1,,,0,,,,1
13,Procedure - Incident Review Procedure,"<i>1. Incident details are reviewed.
2. Lessons learned are identified.
3. Improvements to controls or processes are defined.
4. Actions are tracked to completion.</i>",13.1,Does this procedure reflect your actual process?,"1. Incident details are reviewed.
2. Lessons learned are identified.
3. Improvements to controls or processes are defined.
4. Actions are tracked to completion.",2,Yes|No|Somewhat|Not applicable,,0,,,|13.2|13.2|13.2,1
13,Procedure - Incident Review Procedure,"<i>1. Incident details are reviewed.
2. Lessons learned are identified.
3. Improvements to controls or processes are defined.
4. Actions are tracked to completion.</i>",13.2,Please provide corrections in step-by-step format.,,1,,,0,,,,1
