"Chapter ID (Mandatory, for example 1, 2, Etc)",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
13,Standard - Firewalls and Load Balancers,"<i>- Firewalls must enforce least-privilege network rules.
- Firewall and load balancer rules must be documented.
- Changes must follow standard organizational processes.
- Allowed and blocked traffic must be logged.
- Load balancers must be used to control and inspect traffic to production services.</i>",13.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
14,Standard - Network Monitoring and Availability,"<i>- Network performance and capacity must be monitored.
- Alerts must be defined for failures, anomalies, or capacity thresholds.
- Critical network components should be designed with redundancy where feasible.</i>",14.1,Does this requirement reflect your company current practice: Network performance and capacity must be monitored.,,2,Yes|No|Somewhat|Not applicable,,0,,,14.2 14.3|14.4|14.4|14.4,1
14,Standard - Network Monitoring and Availability,"<i>- Network performance and capacity must be monitored.
- Alerts must be defined for failures, anomalies, or capacity thresholds.
- Critical network components should be designed with redundancy where feasible.</i>",14.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|Other,,0,,,,1
14,Standard - Network Monitoring and Availability,"<i>- Network performance and capacity must be monitored.
- Alerts must be defined for failures, anomalies, or capacity thresholds.
- Critical network components should be designed with redundancy where feasible.</i>",14.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
14,Standard - Network Monitoring and Availability,"<i>- Network performance and capacity must be monitored.
- Alerts must be defined for failures, anomalies, or capacity thresholds.
- Critical network components should be designed with redundancy where feasible.</i>",14.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
14,Standard - Network Monitoring and Availability,"<i>- Network performance and capacity must be monitored.
- Alerts must be defined for failures, anomalies, or capacity thresholds.
- Critical network components should be designed with redundancy where feasible.</i>",14.5,"Does this requirement reflect your company current practice: Alerts must be defined for failures, anomalies, or capacity thresholds.",,2,Yes|No|Somewhat|Not applicable,,0,,,14.6 14.7|14.8|14.8|14.8,1
14,Standard - Network Monitoring and Availability,"<i>- Network performance and capacity must be monitored.
- Alerts must be defined for failures, anomalies, or capacity thresholds.
- Critical network components should be designed with redundancy where feasible.</i>",14.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
14,Standard - Network Monitoring and Availability,"<i>- Network performance and capacity must be monitored.
- Alerts must be defined for failures, anomalies, or capacity thresholds.
- Critical network components should be designed with redundancy where feasible.</i>",14.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
14,Standard - Network Monitoring and Availability,"<i>- Network performance and capacity must be monitored.
- Alerts must be defined for failures, anomalies, or capacity thresholds.
- Critical network components should be designed with redundancy where feasible.</i>",14.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
14,Standard - Network Monitoring and Availability,"<i>- Network performance and capacity must be monitored.
- Alerts must be defined for failures, anomalies, or capacity thresholds.
- Critical network components should be designed with redundancy where feasible.</i>",14.9,Does this requirement reflect your company current practice: Critical network components should be designed with redundancy where feasible.,,2,Yes|No|Somewhat|Not applicable,,0,,,14.10 14.11|14.12|14.12|14.12,1
14,Standard - Network Monitoring and Availability,"<i>- Network performance and capacity must be monitored.
- Alerts must be defined for failures, anomalies, or capacity thresholds.
- Critical network components should be designed with redundancy where feasible.</i>",14.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|System exports|Other,,0,,,,1
14,Standard - Network Monitoring and Availability,"<i>- Network performance and capacity must be monitored.
- Alerts must be defined for failures, anomalies, or capacity thresholds.
- Critical network components should be designed with redundancy where feasible.</i>",14.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
14,Standard - Network Monitoring and Availability,"<i>- Network performance and capacity must be monitored.
- Alerts must be defined for failures, anomalies, or capacity thresholds.
- Critical network components should be designed with redundancy where feasible.</i>",14.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
15,Standard - Network Backup and Recovery,"<i>- Network device configurations must be backed up regularly.
- Backup scope, retention, and protection must follow the Backup & Recovery Policy.
- Restore procedures must be documented and tested where appropriate.</i>",15.1,Does this requirement reflect your company current practice: Network device configurations must be backed up regularly.,,2,Yes|No|Somewhat|Not applicable,,0,,,15.2 15.3|15.4|15.4|15.4,1
15,Standard - Network Backup and Recovery,"<i>- Network device configurations must be backed up regularly.
- Backup scope, retention, and protection must follow the Backup & Recovery Policy.
- Restore procedures must be documented and tested where appropriate.</i>",15.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Screenshots|Other,,0,,,,1
15,Standard - Network Backup and Recovery,"<i>- Network device configurations must be backed up regularly.
- Backup scope, retention, and protection must follow the Backup & Recovery Policy.
- Restore procedures must be documented and tested where appropriate.</i>",15.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
15,Standard - Network Backup and Recovery,"<i>- Network device configurations must be backed up regularly.
- Backup scope, retention, and protection must follow the Backup & Recovery Policy.
- Restore procedures must be documented and tested where appropriate.</i>",15.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
15,Standard - Network Backup and Recovery,"<i>- Network device configurations must be backed up regularly.
- Backup scope, retention, and protection must follow the Backup & Recovery Policy.
- Restore procedures must be documented and tested where appropriate.</i>",15.5,"Does this requirement reflect your company current practice: Backup scope, retention, and protection must follow the Backup & Recovery Policy.",,2,Yes|No|Somewhat|Not applicable,,0,,,15.6 15.7|15.8|15.8|15.8,1
15,Standard - Network Backup and Recovery,"<i>- Network device configurations must be backed up regularly.
- Backup scope, retention, and protection must follow the Backup & Recovery Policy.
- Restore procedures must be documented and tested where appropriate.</i>",15.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Backup job reports|Restore test records|Retention configuration|Recovery runbooks|Screenshots|System exports|Other,,0,,,,1
15,Standard - Network Backup and Recovery,"<i>- Network device configurations must be backed up regularly.
- Backup scope, retention, and protection must follow the Backup & Recovery Policy.
- Restore procedures must be documented and tested where appropriate.</i>",15.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
15,Standard - Network Backup and Recovery,"<i>- Network device configurations must be backed up regularly.
- Backup scope, retention, and protection must follow the Backup & Recovery Policy.
- Restore procedures must be documented and tested where appropriate.</i>",15.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
15,Standard - Network Backup and Recovery,"<i>- Network device configurations must be backed up regularly.
- Backup scope, retention, and protection must follow the Backup & Recovery Policy.
- Restore procedures must be documented and tested where appropriate.</i>",15.9,Does this requirement reflect your company current practice: Restore procedures must be documented and tested where appropriate.,,2,Yes|No|Somewhat|Not applicable,,0,,,15.10 15.11|15.12|15.12|15.12,1
15,Standard - Network Backup and Recovery,"<i>- Network device configurations must be backed up regularly.
- Backup scope, retention, and protection must follow the Backup & Recovery Policy.
- Restore procedures must be documented and tested where appropriate.</i>",15.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Backup job reports|Restore test records|Retention configuration|Recovery runbooks|SDLC procedure|Code review records|Security test reports|Release approvals|Screenshots|System exports|Other,,0,,,,1
15,Standard - Network Backup and Recovery,"<i>- Network device configurations must be backed up regularly.
- Backup scope, retention, and protection must follow the Backup & Recovery Policy.
- Restore procedures must be documented and tested where appropriate.</i>",15.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
15,Standard - Network Backup and Recovery,"<i>- Network device configurations must be backed up regularly.
- Backup scope, retention, and protection must follow the Backup & Recovery Policy.
- Restore procedures must be documented and tested where appropriate.</i>",15.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
16,Procedure - Network Change Procedure,"<i>1. Network change request is submitted and documented.
2. Impact and security implications are reviewed.
3. Change is approved in accordance with standard organizational processes.
4. Change is implemented and validated.
5. Configuration and documentation are updated.</i>",16.1,Does this procedure reflect your actual process?,"1. Network change request is submitted and documented.
2. Impact and security implications are reviewed.
3. Change is approved in accordance with standard organizational processes.
4. Change is implemented and validated.
5. Configuration and documentation are updated.",2,Yes|No|Somewhat|Not applicable,,0,,,|16.2|16.2|16.2,1
16,Procedure - Network Change Procedure,"<i>1. Network change request is submitted and documented.
2. Impact and security implications are reviewed.
3. Change is approved in accordance with standard organizational processes.
4. Change is implemented and validated.
5. Configuration and documentation are updated.</i>",16.2,Please provide corrections in step-by-step format.,,1,,,0,,,,1
17,Procedure - Network Decommissioning Procedure,"<i>1. Network device decommissioning is approved.
2. Access and connectivity are removed.
3. Configurations and data are securely removed.
4. Device is retired or disposed of according to organizational procedures.</i>",17.1,Does this procedure reflect your actual process?,"1. Network device decommissioning is approved.
2. Access and connectivity are removed.
3. Configurations and data are securely removed.
4. Device is retired or disposed of according to organizational procedures.",2,Yes|No|Somewhat|Not applicable,,0,,,|17.2|17.2|17.2,1
17,Procedure - Network Decommissioning Procedure,"<i>1. Network device decommissioning is approved.
2. Access and connectivity are removed.
3. Configurations and data are securely removed.
4. Device is retired or disposed of according to organizational procedures.</i>",17.2,Please provide corrections in step-by-step format.,,1,,,0,,,,1
